MainBranch,Employment,Country,US_State,Age1stCode,YearsCode,YearsCodePro,OrgSize,CompFreq,OpSys,SOVisitFreq,SOAccount,SOPartFreq,Age,Gender,Trans,ConvertedCompYearly
I am a developer by profession,Employed full-time,United States of America,Indiana,5 - 10 years,25,14,20 to 99 employees,Yearly,MacOS,A few times per week,Yes,A few times per week,35-44 years old,Man,No,130000
I am a developer by profession,Employed full-time,United States of America,Wisconsin,11 - 17 years,18,15,10 to 19 employees,Yearly,Windows,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,115000
I am a developer by profession,Employed full-time,United States of America,Arkansas,18 - 24 years,11,9,100 to 499 employees,Yearly,Windows,Daily or almost daily,Yes,A few times per week,25-34 years old,Man,No,150000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Minnesota,11 - 17 years,16,10,20 to 99 employees,Yearly,Windows,A few times per week,Yes,A few times per month or weekly,25-34 years old,Man,No,130000
I am a developer by profession,Employed full-time,United States of America,Massachusetts,5 - 10 years,16,2,"1,000 to 4,999 employees",Yearly,Linux-based,Multiple times per day,Yes,Less than once per month or monthly,25-34 years old,Man,No,123000
I am a developer by profession,Employed full-time,United States of America,Illinois,11 - 17 years,16,13,"1,000 to 4,999 employees",Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Man,No,267320
I am a developer by profession,Employed full-time,United States of America,California,18 - 24 years,11,10,20 to 99 employees,Yearly,MacOS,Daily or almost daily,Yes,A few times per month or weekly,25-34 years old,Man,No,275000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Virginia,11 - 17 years,15,7,100 to 499 employees,Yearly,Windows,Less than once per month or monthly,Yes,Less than once per month or monthly,35-44 years old,Man,No,110000
I am a developer by profession,Employed full-time,United States of America,New York,11 - 17 years,10,9,500 to 999 employees,Yearly,MacOS,Multiple times per day,Yes,A few times per month or weekly,25-34 years old,Man,No,240000
I am a developer by profession,Employed full-time,United States of America,New Mexico,18 - 24 years,34,31,"1,000 to 4,999 employees",Yearly,Windows,A few times per week,Yes,A few times per week,65 years or older,Man,No,82000
I am a developer by profession,Employed full-time,United States of America,Maryland,18 - 24 years,8,5,20 to 99 employees,Yearly,MacOS,A few times per week,Yes,A few times per week,25-34 years old,Man,No,76000
I am a developer by profession,Employed full-time,United States of America,Florida,5 - 10 years,42,42,2 to 9 employees,Yearly,MacOS,Multiple times per day,Yes,Multiple times per day,45-54 years old,Man,No,70000
I am a developer by profession,Employed full-time,United States of America,Colorado,11 - 17 years,25,13,500 to 999 employees,Yearly,Windows,Multiple times per day,Yes,Daily or almost daily,35-44 years old,Woman,No,97000
I am a developer by profession,Employed full-time,United States of America,Wisconsin,11 - 17 years,15,11,500 to 999 employees,Monthly,Windows,A few times per week,Yes,A few times per month or weekly,35-44 years old,Man,Yes,840000
I am a developer by profession,Employed full-time,United States of America,Florida,5 - 10 years,11,4,20 to 99 employees,Yearly,Windows,A few times per month or weekly,Yes,A few times per month or weekly,18-24 years old,Man,No,76000
I am a developer by profession,Employed full-time,United States of America,California,5 - 10 years,49,34,"1,000 to 4,999 employees",Yearly,Windows,Daily or almost daily,Yes,Multiple times per day,55-64 years old,Man,No,112000
I am a developer by profession,Employed full-time,United States of America,Rhode Island,5 - 10 years,40,28,"1,000 to 4,999 employees",Yearly,Linux-based,Multiple times per day,Yes,Less than once per month or monthly,45-54 years old,Man,No,170000
I am a developer by profession,Employed full-time,United States of America,Oregon,18 - 24 years,6,6,500 to 999 employees,Yearly,Windows,Multiple times per day,Yes,A few times per week,25-34 years old,Man,No,60000
I am a developer by profession,Employed full-time,United States of America,Texas,18 - 24 years,15,8,"10,000 or more employees",Yearly,Windows,A few times per week,Yes,A few times per week,25-34 years old,Man,No,150000
I am a developer by profession,Employed full-time,United States of America,Texas,11 - 17 years,10,5,"1,000 to 4,999 employees",Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,103000
I am a developer by profession,Employed full-time,United States of America,Michigan,5 - 10 years,15,6,"10,000 or more employees",Yearly,Windows,A few times per week,Yes,A few times per week,25-34 years old,Man,No,95000
I am a developer by profession,Employed full-time,United States of America,New York,11 - 17 years,14,12,2 to 9 employees,Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,160000
I am a developer by profession,Employed full-time,United States of America,Missouri,11 - 17 years,7,2,"10,000 or more employees",Yearly,Windows,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,86000
I am a developer by profession,Employed full-time,United States of America,Colorado,11 - 17 years,35,18,20 to 99 employees,Yearly,Linux-based,Multiple times per day,Yes,Multiple times per day,45-54 years old,Man,No,193052
I am a developer by profession,Employed full-time,United States of America,Oregon,18 - 24 years,4,4,"10,000 or more employees",Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,132000
I am a developer by profession,Employed full-time,United States of America,North Carolina,35 - 44 years,24,16,100 to 499 employees,Yearly,Windows,Daily or almost daily,Yes,Daily or almost daily,35-44 years old,Man,No,148000
I am a developer by profession,Employed full-time,United States of America,California,11 - 17 years,20,20,100 to 499 employees,Yearly,Windows,Daily or almost daily,Yes,A few times per week,45-54 years old,Man,No,135000
I am a developer by profession,Employed full-time,United States of America,New York,11 - 17 years,10,2,"10,000 or more employees",Yearly,Linux-based,Multiple times per day,Yes,Daily or almost daily,18-24 years old,Man,No,179000
I am a developer by profession,Employed full-time,United States of America,California,5 - 10 years,8,4,100 to 499 employees,Yearly,MacOS,Multiple times per day,Yes,Less than once per month or monthly,35-44 years old,Man,No,130000
I am a developer by profession,Employed full-time,United States of America,California,18 - 24 years,2,2,20 to 99 employees,Yearly,Windows,A few times per week,Yes,A few times per month or weekly,25-34 years old,Man,No,70000
I am a developer by profession,Employed full-time,United States of America,Florida,11 - 17 years,13,13,100 to 499 employees,Yearly,Windows,Daily or almost daily,Yes,A few times per month or weekly,35-44 years old,Man,No,135000
I am a developer by profession,Employed full-time,United States of America,Illinois,11 - 17 years,20,8,20 to 99 employees,Yearly,MacOS,Multiple times per day,Yes,A few times per week,35-44 years old,Man,No,72000
I am a developer by profession,Employed full-time,United States of America,New York,18 - 24 years,41,40,"10,000 or more employees",Yearly,Linux-based,Daily or almost daily,Yes,A few times per month or weekly,55-64 years old,Man,No,305000
I am a developer by profession,Employed full-time,United States of America,New York,11 - 17 years,18,9,20 to 99 employees,Yearly,Linux-based,Multiple times per day,Yes,Multiple times per day,25-34 years old,Man,No,70000
I am a developer by profession,Employed full-time,United States of America,Pennsylvania,5 - 10 years,13,4,20 to 99 employees,Yearly,Linux-based,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,140000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Kansas,5 - 10 years,39,26,100 to 499 employees,Yearly,Windows,Multiple times per day,Yes,Less than once per month or monthly,45-54 years old,Man,No,204700
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Indiana,18 - 24 years,1,1,"10,000 or more employees",Yearly,Windows,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,61500
I am a developer by profession,Employed full-time,United States of America,Georgia,11 - 17 years,23,22,"5,000 to 9,999 employees",Yearly,Windows,Daily or almost daily,Yes,A few times per week,45-54 years old,Man,No,149000
I am a developer by profession,Employed full-time,United States of America,Oregon,5 - 10 years,30,5,20 to 99 employees,Yearly,MacOS,Daily or almost daily,Yes,A few times per month or weekly,35-44 years old,Man,No,150000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Tennessee,18 - 24 years,8,2,"10,000 or more employees",Yearly,Windows,Multiple times per day,Yes,A few times per month or weekly,35-44 years old,Man,No,83000
I am a developer by profession,Employed full-time,United States of America,Ohio,18 - 24 years,10,6,20 to 99 employees,Yearly,Linux-based,Daily or almost daily,Yes,A few times per month or weekly,25-34 years old,Man,No,125000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Indiana,11 - 17 years,28,16,100 to 499 employees,Yearly,Linux-based,A few times per week,Yes,A few times per month or weekly,35-44 years old,Man,No,130000
I am a developer by profession,Employed full-time,United States of America,Washington,5 - 10 years,26,14,20 to 99 employees,Yearly,MacOS,Daily or almost daily,Yes,A few times per week,35-44 years old,Man,No,165000
I am a developer by profession,Employed full-time,United States of America,New Jersey,11 - 17 years,37,28,20 to 99 employees,Yearly,Windows,Multiple times per day,Yes,A few times per month or weekly,45-54 years old,Man,No,180000
I am a developer by profession,Employed full-time,United States of America,Wisconsin,11 - 17 years,8,4,10 to 19 employees,Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,18-24 years old,Man,No,65000
I am a developer by profession,Employed full-time,United States of America,Utah,11 - 17 years,12,5,100 to 499 employees,Yearly,Linux-based,Multiple times per day,Yes,A few times per week,25-34 years old,Man,No,150000
I am a developer by profession,Employed full-time,United States of America,California,11 - 17 years,20,NA,"1,000 to 4,999 employees",Yearly,MacOS,Daily or almost daily,Yes,Daily or almost daily,35-44 years old,Man,No,125000
I am a developer by profession,Employed full-time,United States of America,Colorado,11 - 17 years,6,2,100 to 499 employees,Yearly,MacOS,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,170000
I am a developer by profession,Employed full-time,United States of America,Pennsylvania,11 - 17 years,30,25,"1,000 to 4,999 employees",Yearly,Windows,A few times per week,Yes,A few times per week,45-54 years old,Man,No,1
I am a developer by profession,Employed full-time,United States of America,Idaho,18 - 24 years,22,20,20 to 99 employees,Weekly,Linux-based,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,7500000
