ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
153,I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,England,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Other (please specify):,31,25,"Developer, full-stack","10,000 or more employees",GBP	Pound sterling,54191,Yearly,C#;HTML/CSS;PowerShell;SQL,C#;HTML/CSS;PowerShell;SQL,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET;ASP.NET Core ;jQuery,Angular;Angular.js;ASP.NET Core ;jQuery;React.js,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5,Git;Xamarin,Docker;Kubernetes;Xamarin,Visual Studio,Visual Studio,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, definitely",Yes,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,70047
154,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,South Carolina,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum",15,4,"Developer, full-stack;Academic researcher;Data or business analyst;Designer;System administrator;Educator","1,000 to 4,999 employees",USD	United States dollar,98500,Yearly,Bash/Shell;C;C++;Go;HTML/CSS;Java;JavaScript;Matlab;Node.js;Python;Scala;SQL;TypeScript,Bash/Shell;C;C++;Go;HTML/CSS;Java;JavaScript;Matlab;Node.js;Python;Scala;SQL;TypeScript,MongoDB;MySQL;SQLite,MongoDB;MySQL;SQLite,NA,NA,Django;FastAPI;Flask;jQuery;React.js,Django;FastAPI;Flask;jQuery;React.js,NumPy;Pandas;React Native,NumPy;Pandas;React Native,Unity 3D;Unreal Engine,Unity 3D;Unreal Engine,IntelliJ;IPython/Jupyter;Notepad++;PyCharm;Sublime Text;Vim,IntelliJ;IPython/Jupyter;Notepad++;PyCharm;Sublime Text;Vim,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Play games;Panic,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",No,18-24 years old,Man,No,Queer,White or of European descent,Prefer not to say,I have a concentration and/or memory disorder (e.g. ADHD);I have autism / an autism spectrum disorder (e.g. Asperger's),Appropriate in length,Easy,98500
155,I am a developer by profession,"Independent contractor, freelancer, or self-employed",India,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification",20,7,"Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;DevOps specialist;Designer;System administrator;Marketing or sales professional","Just me - I am a freelancer, sole proprietor, etc.",INR	Indian rupee,14000,Monthly,HTML/CSS;JavaScript;Node.js;PHP;PowerShell;Python;SQL,HTML/CSS;JavaScript;Node.js;Perl;PHP;PowerShell;Python;R;Ruby;SQL;TypeScript,Firebase;MariaDB;MongoDB;MySQL;Redis,Firebase;MariaDB;MongoDB;MySQL;Redis,Heroku,AWS;DigitalOcean;Heroku,Angular;Express;Gatsby;jQuery;React.js,Express;Gatsby;Laravel;React.js;Ruby on Rails;Vue.js,NA,NA,Git,Docker;Git;Kubernetes,Notepad++;Sublime Text,Sublime Text,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Daily or almost daily,"Yes, definitely",No,25-34 years old,Man,No,Straight / Heterosexual,"Southeast Asian;South Asian;East Asian;Indigenous (such as Native American, Pacific Islander, or Indigenous Australian)",I am blind / have difficulty seeing,None of the above,Appropriate in length,Easy,2340
156,I am a developer by profession,Employed full-time,United States of America,Pennsylvania,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Other (please specify):",41,24,"Developer, desktop or enterprise applications;Academic researcher;Database administrator;System administrator","10,000 or more employees",USD	United States dollar,115000,Yearly,C++;HTML/CSS;JavaScript;Node.js;Perl;PHP;SQL,C++;Matlab;PowerShell;Python;R;SQL,SQLite,MySQL;Oracle;PostgreSQL;SQLite,Microsoft Azure,NA,ASP.NET,NA,.NET Framework;Qt,Qt,Git,Git,Notepad++;Visual Studio;Visual Studio Code,Android Studio;Notepad++;RStudio;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",Yes,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,115000
157,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Switzerland,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,School,9,6,Data scientist or machine learning specialist;Academic researcher,"1,000 to 4,999 employees",CHF	Swiss franc,3600,Monthly,JavaScript;Python;SQL,C;C#;C++;Go;Haskell;Python;SQL,MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,MariaDB;MongoDB;PostgreSQL;SQLite,Google Cloud Platform,Google Cloud Platform,Django;jQuery,Django;Vue.js,Keras;NumPy;Pandas;TensorFlow,Keras;NumPy;Pandas;TensorFlow,Docker;Git,Docker;Git,IPython/Jupyter;PyCharm,IPython/Jupyter;PyCharm,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",No,25-34 years old,Man,No,Gay or Lesbian,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,43908
158,I am a developer by profession,Employed full-time,Lithuania,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Online Courses or Certification,8,7,"Developer, full-stack",20 to 99 employees,GBP	Pound sterling,80000,Yearly,C++;Go;JavaScript;Node.js;Python;TypeScript,Go;Node.js;Python;TypeScript,DynamoDB;Elasticsearch;MongoDB;Redis,Elasticsearch;MongoDB;PostgreSQL;Redis,AWS,Google Cloud Platform,React.js,NA,NA,NA,Docker;Git;Kubernetes,Git;Kubernetes,Visual Studio Code,Visual Studio Code,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow,Multiple times per day,Yes,Less than once per month or monthly,"Yes, definitely",Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,103408
159,I am a developer by profession,"Not employed, but looking for work",Canada,NA,NA,Some college/university study without earning a degree,11 - 17 years,Coding Bootcamp;Other (please specify):,15,NA,"Developer, mobile;Developer, full-stack;Developer, back-end",NA,NA,NA,NA,HTML/CSS;Java;JavaScript;Python;Ruby;SQL,HTML/CSS;JavaScript;Python;Ruby;SQL,Elasticsearch;MySQL;PostgreSQL;Redis;SQLite,Elasticsearch;PostgreSQL;Redis;SQLite,AWS;DigitalOcean;Google Cloud Platform;Heroku,DigitalOcean;Google Cloud Platform;Heroku,jQuery;React.js;Ruby on Rails,jQuery;React.js;Ruby on Rails;Vue.js,NA,NA,Git;Yarn,Docker;Git;Yarn,Atom;Eclipse;Sublime Text;Visual Studio Code,Vim;Visual Studio Code,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Play games;Panic,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Easy,NA
160,I am a developer by profession,Employed full-time,Ukraine,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,Coding Bootcamp;School;Online Courses or Certification,13,8,"Developer, full-stack;Developer, back-end",10 to 19 employees,USD	United States dollar,3500,Monthly,C#;HTML/CSS;JavaScript;PowerShell;TypeScript,C#;HTML/CSS;JavaScript;TypeScript,Microsoft SQL Server;MongoDB;Redis,Microsoft SQL Server,AWS;Google Cloud Platform;Microsoft Azure,Google Cloud Platform;Microsoft Azure,Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery,Angular;ASP.NET Core ,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5,Git;Yarn,Git,Eclipse;IntelliJ;NetBeans;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Daily or almost daily,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Neither easy nor difficult,42000
161,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Israel,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School,7,4,"Engineer, data",100 to 499 employees,ILS	Israeli new shekel,30000,Monthly,Assembly;Python,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eclipse;PyCharm;Vim;Visual Studio,NA,Linux-based,Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent;Middle Eastern,None of the above,None of the above,Appropriate in length,Easy,105072
162,I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,England,"Other doctoral degree (Ph.D., Ed.D., etc.)",5 - 10 years,Other (please specify):,42,22,Data scientist or machine learning specialist,"10,000 or more employees",GBP	Pound sterling,55000,Yearly,Matlab,Python,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Notepad++,Xcode,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,Neutral,Yes,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,71093
163,I code primarily as a hobby,"Not employed, and not looking for work",France,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Other (please specify):,12,NA,NA,NA,NA,NA,NA,Bash/Shell;HTML/CSS;JavaScript;PHP,Bash/Shell;HTML/CSS;JavaScript;PHP,Couchbase;MariaDB;MySQL;SQLite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Linux-based,Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, definitely",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder)",Too long,Easy,NA
164,I am a developer by profession,Employed full-time,Germany,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,13,9,"Developer, full-stack","1,000 to 4,999 employees",EUR European Euro,NA,Monthly,C#,Go;Python,MongoDB;PostgreSQL,DynamoDB,AWS;Microsoft Azure,Google Cloud Platform,ASP.NET Core ;React.js,NA,.NET Core / .NET 5,React Native,Docker;Git;Kubernetes,Ansible;Terraform,Sublime Text;Visual Studio;Visual Studio Code,PyCharm;Rider,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, definitely",Yes,25-34 years old,Man,No,NA,White or of European descent,NA,NA,Appropriate in length,Neither easy nor difficult,NA
165,None of these,I prefer not to say,United Kingdom of Great Britain and Northern Ireland,NA,England,Something else,5 - 10 years,"Other online resources (ex: videos, blogs, etc);Other (please specify):",7,NA,NA,NA,NA,NA,NA,Bash/Shell;C;Go;HTML/CSS;JavaScript;Node.js;Python;TypeScript,Bash/Shell;C;HTML/CSS;JavaScript;Node.js;Python;TypeScript,Firebase;PostgreSQL,PostgreSQL,AWS;Google Cloud Platform,AWS;Google Cloud Platform,FastAPI;React.js;Svelte;Vue.js,React.js;Ruby on Rails,NA,NA,Ansible;Docker;Git;Terraform,Docker;Git;Terraform,IntelliJ;Neovim;PyCharm;Visual Studio Code,Neovim,Linux-based,Visit Stack Overflow;Google it;Do other work and come back later;Other (please specify):,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not at all",Yes,Prefer not to say,Man,No,Bisexual,White or of European descent,None of the above,None of the above,Too short,Easy,NA
166,I am a developer by profession,Employed full-time,Slovenia,NA,NA,Some college/university study without earning a degree,18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",8,8,"Developer, back-end",20 to 99 employees,EUR European Euro,4600,Monthly,C#;Go,C#;Go;Rust;TypeScript,Microsoft SQL Server;MySQL,Microsoft SQL Server;PostgreSQL,DigitalOcean;Microsoft Azure,AWS,ASP.NET Core ,ASP.NET Core ,.NET Core / .NET 5,.NET Core / .NET 5;TensorFlow,Docker;Git,Docker;Git;Kubernetes,Rider;Visual Studio Code;Webstorm,Rider;Visual Studio Code;Webstorm,Linux-based,Do other work and come back later,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,NA,Appropriate in length,Easy,59676
167,I am a developer by profession,Employed full-time,Croatia,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,Coding Bootcamp;School,8,4,"Developer, back-end",2 to 9 employees,HRK	Croatian kuna,10000,Monthly,JavaScript;PHP;SQL,JavaScript;PHP;Python;SQL,MySQL,MongoDB;MySQL,NA,NA,React.js;Symfony,React.js;Svelte;Symfony,NA,NA,NA,NA,Sublime Text,PHPStorm;Sublime Text,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Play games,Stack Overflow,Multiple times per day,Yes,Multiple times per day,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,17412
168,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Hungary,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5 - 10 years,Other (please specify):,40,25,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, QA or test","Just me - I am a freelancer, sole proprietor, etc.",USD	United States dollar,NA,NA,HTML/CSS;Java;JavaScript;Node.js;Perl;PHP;PowerShell;Python;Rust;SQL;TypeScript,HTML/CSS;Java;JavaScript;Node.js;Rust;SQL;TypeScript,MongoDB;MySQL;Redis;SQLite,MySQL;PostgreSQL;SQLite,NA,NA,Angular;Express;jQuery;React.js;Spring;Vue.js,Angular;Express;Vue.js,NA,NA,Git,Git;Puppet,Vim;Visual Studio Code,Vim;Visual Studio Code,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Meditate;Play games,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Multiple times per day,Yes,A few times per week,"No, not really",No,45-54 years old,Man,No,Prefer not to say,Prefer not to say,I am blind / have difficulty seeing,Prefer not to say,Too long,Easy,NA
169,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Georgia,NA,NA,Some college/university study without earning a degree,18 - 24 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification;Colleague",4,2,"Developer, front-end;Engineer, data;Developer, back-end;Developer, QA or test","Just me - I am a freelancer, sole proprietor, etc.",GEL	Georgian lari,3500,Monthly,HTML/CSS;JavaScript;Python;SQL,C#,SQLite,MongoDB;MySQL,DigitalOcean;Heroku,AWS;Google Cloud Platform,Flask,Django;React.js;Vue.js,NA,NA,Git,NA,IPython/Jupyter;Visual Studio Code,Vim,Linux-based,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow,Multiple times per day,Yes,Daily or almost daily,"Yes, definitely",Yes,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,I have an anxiety disorder,Appropriate in length,Neither easy nor difficult,14844
170,I am a student who is learning to code,"Student, full-time",Czech Republic,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",3,NA,NA,NA,NA,NA,NA,Dart;HTML/CSS;Python;SQL,Dart;HTML/CSS;JavaScript;Node.js;Python;SQL,MySQL,DynamoDB;MongoDB;MySQL,Heroku,AWS;Heroku,Express;Flask,Express;Flask;Vue.js,Flutter,Flutter,Git,Docker;Git,Android Studio;Atom;Visual Studio Code,Android Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Panic,Stack Overflow,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,NA
171,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Canada,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25 - 34 years,School;Online Courses or Certification,3,3,Data scientist or machine learning specialist;Scientist,"1,000 to 4,999 employees",CAD	Canadian dollar,130000,Yearly,Python;R,JavaScript;Python;R;SQL,Microsoft SQL Server,Microsoft SQL Server,AWS,AWS,NA,NA,NumPy;Pandas,NumPy;Pandas,Git,Git,RStudio;Visual Studio Code,RStudio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,98321
172,I am a developer by profession,Employed full-time,Germany,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification",NA,NA,"Developer, back-end",10 to 19 employees,EUR European Euro,2000,Monthly,Go;JavaScript;PHP,Go;PHP,MariaDB;MySQL,MariaDB;MySQL,AWS,NA,jQuery;Laravel;Symfony;Vue.js,jQuery;Laravel;Vue.js,NumPy;Pandas,NA,Docker;Git,NA,IntelliJ;PHPStorm;Visual Studio,NA,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow,A few times per week,Yes,A few times per month or weekly,Neutral,No,25-34 years old,Prefer not to say,Yes,Queer,Multiracial;Black or of African descent,None of the above,None of the above,Too long,Difficult,25944
173,I am a developer by profession,Employed full-time,Italy,NA,NA,Some college/university study without earning a degree,18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Colleague",16,14,"Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Developer, QA or test;Developer, embedded applications or devices;Data or business analyst;Engineer, site reliability","10,000 or more employees",EUR European Euro,50000,Yearly,C;C#;C++;Java;Kotlin;PHP;SQL,Java;Kotlin;SQL,IBM DB2;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,Spring,Spring,NA,NA,Docker;Git;Kubernetes,Docker;Git;Kubernetes,Eclipse;IntelliJ;Notepad++,IntelliJ;Notepad++,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Meditate,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,54049
174,I am a developer by profession,Employed full-time,Germany,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School;Online Courses or Certification,NA,NA,"Developer, front-end",2 to 9 employees,EUR European Euro,48000,Yearly,Java;JavaScript;Node.js;TypeScript,JavaScript;Node.js;TypeScript,MongoDB;MySQL,MongoDB,AWS,AWS,Express;React.js,Express;React.js,React Native;TensorFlow,React Native;TensorFlow,Git,Git,Visual Studio Code,Visual Studio Code,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Easy,51887
175,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Denmark,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School;Other (please specify):,26,24,"Developer, full-stack;Developer, back-end","Just me - I am a freelancer, sole proprietor, etc.",DKK	Danish krone,800000,Yearly,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Ruby;SQL;TypeScript,Java;TypeScript,Oracle;PostgreSQL,PostgreSQL,Google Cloud Platform,NA,Angular;Spring,Angular;Spring,NA,NA,Docker;Git,Git,IntelliJ;Vim,IntelliJ,MacOS,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"No, not really",No,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,115784
176,I am a developer by profession,Employed full-time,Russian Federation,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,School;Friend or family member,10,6,"Developer, back-end;Engineering manager;Engineer, site reliability",20 to 99 employees,RUB	Russian ruble,300000,Monthly,Go;JavaScript;Python;SQL,Go;Python;SQL,Cassandra;Elasticsearch;PostgreSQL;Redis,PostgreSQL;Redis,DigitalOcean,DigitalOcean,NA,NA,NA,NA,Docker;Git,Docker;Git,PyCharm;Sublime Text;Vim;Webstorm,PyCharm;Sublime Text,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games;Panic,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, definitely",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too short,Easy,56616
177,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Armenia,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc)",NA,NA,NA,100 to 499 employees,AMD	Armenian dram,1000000,Monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windows,Google it,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, somewhat",No,25-34 years old,Man,NA,NA,NA,NA,NA,Appropriate in length,NA,25080
178,I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,England,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5 - 10 years,Other (please specify):,25,17,"Developer, full-stack;Data or business analyst;Product manager;Senior Executive (C-Suite, VP, etc.)",2 to 9 employees,GBP	Pound sterling,NA,NA,C#;JavaScript,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET;ASP.NET Core ,ASP.NET Core ;React.js,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5;React Native,Git,Git,Visual Studio,Visual Studio,Windows,Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, somewhat",No,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too short,Easy,NA
179,I am a developer by profession,Employed full-time,Ireland,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,Other (please specify):,14,11,"Developer, mobile",500 to 999 employees,EUR European Euro,64000,Yearly,Groovy;Java;Kotlin,Groovy;Kotlin,SQLite,Firebase;SQLite,AWS;Google Cloud Platform,AWS;Google Cloud Platform,NA,NA,NA,NA,Git,Git,Android Studio;IntelliJ;Visual Studio Code;Xcode,Android Studio;IntelliJ;Visual Studio Code;Xcode,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later;Visit another developer community (please name):,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, definitely",Yes,25-34 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Appropriate in length,Easy,69183
180,I am a developer by profession,Employed full-time,Greece,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Colleague",24,18,"Developer, full-stack;System administrator",20 to 99 employees,EUR European Euro,2000,Monthly,Java;JavaScript;SQL,Java;JavaScript;Kotlin;Node.js;Python;SQL;TypeScript,IBM DB2;MariaDB;Microsoft SQL Server;MySQL,MariaDB;Microsoft SQL Server;MySQL;Redis,IBM Cloud or Watson;Microsoft Azure,Google Cloud Platform;Microsoft Azure,jQuery;Spring,jQuery;React.js;Spring,NA,NA,Git,Docker;Git;Kubernetes,IntelliJ;Vim;Webstorm,IntelliJ;Vim;Webstorm,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,25944
181,I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,Scotland,Some college/university study without earning a degree,18 - 24 years,Coding Bootcamp;Online Forum;Friend or family member;Other (please specify):,35,25,Academic researcher,"5,000 to 9,999 employees",GBP	Pound sterling,47000,Yearly,C;C++;HTML/CSS;JavaScript,C;C#;C++;HTML/CSS;JavaScript,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Visual Studio;Xcode,RStudio;Visual Studio;Xcode,Windows,Visit Stack Overflow;Google it;Do other work and come back later;Meditate,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",No,55-64 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,60752
